          Format            YIELD 
            Name              n20 
            Unit        #/sr/hist 
            Part          Neutron 

          Emin           Emax          Value    Uncertainty 
      1.000000       1.023293   5.740180e-04       0.017005 
      1.023293       1.047129   5.801599e-04       0.016915 
      1.047129       1.071519   6.125293e-04       0.016462 
      1.071519       1.096478   6.090434e-04       0.016509 
      1.096478       1.122018   6.126953e-04       0.016460 
      1.122018       1.148154   6.346070e-04       0.016173 
      1.148154       1.174898   6.646524e-04       0.015803 
      1.174898       1.202264   6.857341e-04       0.015558 
      1.202264       1.230269   6.971879e-04       0.015430 
      1.230269       1.258925   7.275653e-04       0.015104 
      1.258925       1.288250   7.446630e-04       0.014930 
      1.288250       1.318257   7.637527e-04       0.014742 
      1.318257       1.348963   7.773645e-04       0.014613 
      1.348963       1.380384   7.908102e-04       0.014488 
      1.380384       1.412538   8.070779e-04       0.014341 
      1.412538       1.445440   8.216857e-04       0.014213 
      1.445440       1.479108   8.553831e-04       0.013930 
      1.479108       1.513561   8.978784e-04       0.013597 
      1.513561       1.548817   9.068422e-04       0.013529 
      1.548817       1.584893   9.385477e-04       0.013299 
      1.584893       1.621810   9.675972e-04       0.013098 
      1.621810       1.659587   9.939907e-04       0.012922 
      1.659587       1.698244       0.001030       0.012692 
      1.698244       1.737801       0.001000       0.012883 
      1.737801       1.778279       0.001077       0.012415 
      1.778279       1.819701       0.001075       0.012425 
      1.819701       1.862087       0.001114       0.012208 
      1.862087       1.905461       0.001117       0.012191 
      1.905461       1.949845       0.001170       0.011910 
      1.949845       1.995262       0.001175       0.011883 
      1.995262       2.041738       0.001208       0.011721 
      2.041738       2.089296       0.001240       0.011571 
      2.089296       2.137962       0.001275       0.011410 
      2.137962       2.187762       0.001316       0.011230 
      2.187762       2.238721       0.001357       0.011060 
      2.238721       2.290868       0.001378       0.010974 
      2.290868       2.344229       0.001396       0.010903 
      2.344229       2.398833       0.001434       0.010757 
      2.398833       2.454709       0.001439       0.010739 
      2.454709       2.511886       0.001477       0.010601 
      2.511886       2.570396       0.001542       0.010374 
      2.570396       2.630268       0.001555       0.010333 
      2.630268       2.691535       0.001597       0.010195 
      2.691535       2.754229       0.001607       0.010164 
      2.754229       2.818383       0.001715       0.009837 
      2.818383       2.884032       0.001713       0.009845 
      2.884032       2.951209       0.001763       0.009704 
      2.951209       3.019952       0.001797       0.009610 
      3.019952       3.090295       0.001812       0.009572 
      3.090295       3.162278       0.001874       0.009412 
      3.162278       3.235937       0.001932       0.009270 
      3.235937       3.311311       0.001959       0.009206 
      3.311311       3.388442       0.002000       0.009109 
      3.388442       3.467369       0.002033       0.009036 
      3.467369       3.548134       0.002079       0.008935 
      3.548134       3.630781       0.002093       0.008904 
      3.630781       3.715352       0.002182       0.008722 
      3.715352       3.801894       0.002234       0.008619 
      3.801894       3.890451       0.002273       0.008546 
      3.890451       3.981072       0.002321       0.008455 
      3.981072       4.073803       0.002415       0.008289 
      4.073803       4.168694       0.002421       0.008281 
      4.168694       4.265795       0.002442       0.008243 
      4.265795       4.365158       0.002572       0.008033 
      4.365158       4.466836       0.002587       0.008010 
      4.466836       4.570882       0.002644       0.007924 
      4.570882       4.677351       0.002741       0.007781 
      4.677351       4.786301       0.002736       0.007788 
      4.786301       4.897788       0.002801       0.007698 
      4.897788       5.011872       0.002814       0.007680 
      5.011872       5.128614       0.002914       0.007547 
      5.128614       5.248075       0.002989       0.007451 
      5.248075       5.370318       0.002957       0.007491 
      5.370318       5.495409       0.003074       0.007348 
      5.495409       5.623413       0.003181       0.007223 
      5.623413       5.754399       0.003249       0.007147 
      5.754399       5.888437       0.003217       0.007182 
      5.888437       6.025596       0.003357       0.007031 
      6.025596       6.165950       0.003413       0.006974 
      6.165950       6.309573       0.003425       0.006961 
      6.309573       6.456542       0.003478       0.006908 
      6.456542       6.606934       0.003613       0.006778 
      6.606934       6.760830       0.003649       0.006744 
      6.760830       6.918310       0.003676       0.006719 
      6.918310       7.079458       0.003785       0.006621 
      7.079458       7.244360       0.003813       0.006597 
      7.244360       7.413102       0.003917       0.006509 
      7.413102       7.585776       0.003939       0.006491 
      7.585776       7.762471       0.004062       0.006392 
      7.762471       7.943282       0.004130       0.006339 
      7.943282       8.128305       0.004135       0.006335 
      8.128305       8.317638       0.004222       0.006270 
      8.317638       8.511380       0.004293       0.006217 
      8.511380       8.709636       0.004360       0.006170 
      8.709636       8.912509       0.004435       0.006117 
      8.912509       9.120108       0.004511       0.006065 
      9.120108       9.332543       0.004613       0.005998 
      9.332543       9.549926       0.004628       0.005988 
      9.549926       9.772372       0.004720       0.005930 
      9.772372      10.000000       0.004788       0.005887 
     10.000000      10.232930       0.004816       0.005870 
     10.232930      10.471285       0.004822       0.005867 
     10.471285      10.715193       0.004920       0.005808 
     10.715193      10.964782       0.005064       0.005724 
     10.964782      11.220185       0.005074       0.005719 
     11.220185      11.481536       0.005164       0.005669 
     11.481536      11.748976       0.005169       0.005666 
     11.748976      12.022644       0.005188       0.005656 
     12.022644      12.302688       0.005285       0.005604 
     12.302688      12.589254       0.005365       0.005562 
     12.589254      12.882496       0.005346       0.005572 
     12.882496      13.182567       0.005446       0.005520 
     13.182567      13.489629       0.005487       0.005499 
     13.489629      13.803843       0.005566       0.005460 
     13.803843      14.125375       0.005558       0.005464 
     14.125375      14.454398       0.005603       0.005442 
     14.454398      14.791084       0.005645       0.005422 
     14.791084      15.135612       0.005616       0.005436 
     15.135612      15.488166       0.005663       0.005413 
     15.488166      15.848932       0.005679       0.005405 
     15.848932      16.218101       0.005737       0.005378 
     16.218101      16.595869       0.005764       0.005366 
     16.595869      16.982437       0.005734       0.005380 
     16.982437      17.378008       0.005784       0.005356 
     17.378008      17.782794       0.005827       0.005336 
     17.782794      18.197009       0.005829       0.005335 
     18.197009      18.620871       0.005832       0.005334 
     18.620871      19.054607       0.005874       0.005315 
     19.054607      19.498446       0.005844       0.005329 
     19.498446      19.952623       0.005930       0.005290 
     19.952623      20.417379       0.005881       0.005312 
     20.417379      20.892961       0.005853       0.005325 
     20.892961      21.379621       0.005849       0.005327 
     21.379621      21.877616       0.005822       0.005339 
     21.877616      22.387211       0.005799       0.005349 
     22.387211      22.908677       0.005745       0.005374 
     22.908677      23.442288       0.005819       0.005340 
     23.442288      23.988329       0.005781       0.005358 
     23.988329      24.547089       0.005791       0.005353 
     24.547089      25.118864       0.005789       0.005354 
     25.118864      25.703958       0.005745       0.005374 
     25.703958      26.302680       0.005742       0.005376 
     26.302680      26.915348       0.005784       0.005356 
     26.915348      27.542287       0.005738       0.005378 
     27.542287      28.183829       0.005646       0.005422 
     28.183829      28.840315       0.005647       0.005421 
     28.840315      29.512092       0.005632       0.005428 
     29.512092      30.199517       0.005572       0.005457 
     30.199517      30.902954       0.005609       0.005439 
     30.902954      31.622777       0.005576       0.005455 
     31.622777      32.359366       0.005540       0.005473 
     32.359366      33.113112       0.005628       0.005430 
     33.113112      33.884416       0.005587       0.005450 
     33.884416      34.673685       0.005568       0.005459 
     34.673685      35.481339       0.005542       0.005472 
     35.481339      36.307805       0.005555       0.005466 
     36.307805      37.153523       0.005542       0.005472 
     37.153523      38.018940       0.005489       0.005498 
     38.018940      38.904514       0.005514       0.005486 
     38.904514      39.810717       0.005608       0.005440 
     39.810717      40.738028       0.005528       0.005479 
     40.738028      41.686938       0.005529       0.005478 
     41.686938      42.657952       0.005548       0.005469 
     42.657952      43.651583       0.005534       0.005476 
     43.651583      44.668359       0.005569       0.005459 
     44.668359      45.708819       0.005528       0.005479 
     45.708819      46.773514       0.005533       0.005476 
     46.773514      47.863009       0.005621       0.005433 
     47.863009      48.977882       0.005674       0.005408 
     48.977882      50.118723       0.005638       0.005425 
     50.118723      51.286138       0.005687       0.005402 
     51.286138      52.480746       0.005726       0.005383 
     52.480746      53.703180       0.005735       0.005379 
     53.703180      54.954087       0.005791       0.005353 
     54.954087      56.234133       0.005910       0.005299 
     56.234133      57.543994       0.005897       0.005305 
     57.543994      58.884366       0.005958       0.005277 
     58.884366      60.255959       0.006123       0.005206 
     60.255959      61.659500       0.006079       0.005225 
     61.659500      63.095734       0.006186       0.005179 
     63.095734      64.565423       0.006295       0.005134 
     64.565423      66.069345       0.006334       0.005118 
     66.069345      67.608298       0.006464       0.005067 
     67.608298      69.183097       0.006594       0.005016 
     69.183097      70.794578       0.006657       0.004993 
     70.794578      72.443596       0.006763       0.004953 
     72.443596      74.131024       0.006952       0.004885 
     74.131024      75.857758       0.007013       0.004864 
     75.857758      77.624712       0.007190       0.004804 
     77.624712      79.432823       0.007301       0.004767 
     79.432823      81.283052       0.007453       0.004718 
