          Format            YIELD 
            Name              n80 
            Unit        #/sr/hist 
            Part          Neutron 

          Emin           Emax          Value    Uncertainty 
      1.000000       1.023293   4.846421e-04       0.008934 
      1.023293       1.047129   4.930767e-04       0.008858 
      1.047129       1.071519   5.020143e-04       0.008778 
      1.071519       1.096478   5.157883e-04       0.008660 
      1.096478       1.122018   5.340504e-04       0.008511 
      1.122018       1.148154   5.479791e-04       0.008402 
      1.148154       1.174898   5.674793e-04       0.008257 
      1.174898       1.202264   5.768812e-04       0.008189 
      1.202264       1.230269   5.952593e-04       0.008062 
      1.230269       1.258925   6.062476e-04       0.007988 
      1.258925       1.288250   6.282240e-04       0.007847 
      1.288250       1.318257   6.418432e-04       0.007763 
      1.318257       1.348963   6.615755e-04       0.007647 
      1.348963       1.380384   6.790638e-04       0.007548 
      1.380384       1.412538   6.866472e-04       0.007506 
      1.412538       1.445440   7.037873e-04       0.007414 
      1.445440       1.479108   7.190702e-04       0.007335 
      1.479108       1.513561   7.396924e-04       0.007232 
      1.513561       1.548817   7.587670e-04       0.007140 
      1.548817       1.584893   7.803566e-04       0.007041 
      1.584893       1.621810   7.966454e-04       0.006968 
      1.621810       1.659587   8.174998e-04       0.006879 
      1.659587       1.698244   8.460537e-04       0.006762 
      1.698244       1.737801   8.587443e-04       0.006712 
      1.737801       1.778279   8.780124e-04       0.006638 
      1.778279       1.819701   9.110931e-04       0.006516 
      1.819701       1.862087   9.327213e-04       0.006440 
      1.862087       1.905461   9.624359e-04       0.006340 
      1.905461       1.949845   9.710253e-04       0.006312 
      1.949845       1.995262   9.890939e-04       0.006254 
      1.995262       2.041738       0.001026       0.006141 
      2.041738       2.089296       0.001047       0.006079 
      2.089296       2.137962       0.001074       0.006001 
      2.137962       2.187762       0.001097       0.005939 
      2.187762       2.238721       0.001129       0.005853 
      2.238721       2.290868       0.001151       0.005798 
      2.290868       2.344229       0.001179       0.005727 
      2.344229       2.398833       0.001201       0.005675 
      2.398833       2.454709       0.001227       0.005615 
      2.454709       2.511886       0.001258       0.005545 
      2.511886       2.570396       0.001287       0.005483 
      2.570396       2.630268       0.001321       0.005412 
      2.630268       2.691535       0.001338       0.005376 
      2.691535       2.754229       0.001384       0.005286 
      2.754229       2.818383       0.001410       0.005238 
      2.818383       2.884032       0.001437       0.005187 
      2.884032       2.951209       0.001491       0.005093 
      2.951209       3.019952       0.001524       0.005037 
      3.019952       3.090295       0.001555       0.004987 
      3.090295       3.162278       0.001579       0.004949 
      3.162278       3.235937       0.001623       0.004882 
      3.235937       3.311311       0.001665       0.004820 
      3.311311       3.388442       0.001693       0.004779 
      3.388442       3.467369       0.001740       0.004715 
      3.467369       3.548134       0.001780       0.004661 
      3.548134       3.630781       0.001796       0.004640 
      3.630781       3.715352       0.001850       0.004572 
      3.715352       3.801894       0.001885       0.004529 
      3.801894       3.890451       0.001932       0.004474 
      3.890451       3.981072       0.001995       0.004402 
      3.981072       4.073803       0.002015       0.004381 
      4.073803       4.168694       0.002059       0.004333 
      4.168694       4.265795       0.002101       0.004290 
      4.265795       4.365158       0.002138       0.004252 
      4.365158       4.466836       0.002194       0.004198 
      4.466836       4.570882       0.002235       0.004159 
      4.570882       4.677351       0.002261       0.004135 
      4.677351       4.786301       0.002327       0.004077 
      4.786301       4.897788       0.002373       0.004036 
      4.897788       5.011872       0.002420       0.003997 
      5.011872       5.128614       0.002448       0.003974 
      5.128614       5.248075       0.002503       0.003930 
      5.248075       5.370318       0.002567       0.003881 
      5.370318       5.495409       0.002609       0.003850 
      5.495409       5.623413       0.002669       0.003806 
      5.623413       5.754399       0.002708       0.003778 
      5.754399       5.888437       0.002765       0.003740 
      5.888437       6.025596       0.002803       0.003714 
      6.025596       6.165950       0.002856       0.003679 
      6.165950       6.309573       0.002912       0.003644 
      6.309573       6.456542       0.002963       0.003612 
      6.456542       6.606934       0.003006       0.003586 
      6.606934       6.760830       0.003078       0.003544 
      6.760830       6.918310       0.003113       0.003524 
      6.918310       7.079458       0.003152       0.003502 
      7.079458       7.244360       0.003212       0.003469 
      7.244360       7.413102       0.003271       0.003438 
      7.413102       7.585776       0.003347       0.003399 
      7.585776       7.762471       0.003394       0.003375 
      7.762471       7.943282       0.003427       0.003359 
      7.943282       8.128305       0.003472       0.003337 
      8.128305       8.317638       0.003519       0.003315 
      8.317638       8.511380       0.003571       0.003290 
      8.511380       8.709636       0.003628       0.003264 
      8.709636       8.912509       0.003683       0.003240 
      8.912509       9.120108       0.003714       0.003226 
      9.120108       9.332543       0.003765       0.003204 
      9.332543       9.549926       0.003809       0.003185 
      9.549926       9.772372       0.003836       0.003175 
      9.772372      10.000000       0.003880       0.003156 
     10.000000      10.232930       0.003944       0.003130 
     10.232930      10.471285       0.003956       0.003126 
     10.471285      10.715193       0.003998       0.003109 
