          Format            YIELD 
            Name              n10 
            Unit        #/sr/hist 
            Part          Neutron 

          Emin           Emax          Value    Uncertainty 
      1.000000       1.023293   5.790188e-04       0.025031 
      1.023293       1.047129   5.681349e-04       0.025270 
      1.047129       1.071519   5.710373e-04       0.025205 
      1.071519       1.096478   5.924421e-04       0.024746 
      1.096478       1.122018   6.475868e-04       0.023669 
      1.122018       1.148154   6.250936e-04       0.024091 
      1.148154       1.174898   6.882197e-04       0.022959 
      1.174898       1.202264   6.853173e-04       0.023008 
      1.202264       1.230269   7.049082e-04       0.022686 
      1.230269       1.258925   7.139780e-04       0.022542 
      1.258925       1.288250   7.749274e-04       0.021637 
      1.288250       1.318257   7.876251e-04       0.021462 
      1.318257       1.348963   7.992345e-04       0.021305 
      1.348963       1.380384   8.151975e-04       0.021096 
      1.380384       1.412538   8.667142e-04       0.020459 
      1.412538       1.445440   8.358767e-04       0.020833 
      1.445440       1.479108   8.525652e-04       0.020628 
      1.479108       1.513561   9.164169e-04       0.019897 
      1.513561       1.548817   9.233100e-04       0.019822 
      1.548817       1.584893   9.254867e-04       0.019799 
      1.584893       1.621810   9.799058e-04       0.019241 
      1.621810       1.659587       0.001013       0.018922 
      1.659587       1.698244   9.962315e-04       0.019083 
      1.698244       1.737801       0.001062       0.018483 
      1.737801       1.778279       0.001044       0.018640 
      1.778279       1.819701       0.001095       0.018206 
      1.819701       1.862087       0.001107       0.018104 
      1.862087       1.905461       0.001166       0.017642 
      1.905461       1.949845       0.001168       0.017625 
      1.949845       1.995262       0.001208       0.017329 
      1.995262       2.041738       0.001233       0.017152 
      2.041738       2.089296       0.001254       0.017010 
      2.089296       2.137962       0.001337       0.016473 
      2.137962       2.187762       0.001313       0.016625 
      2.187762       2.238721       0.001376       0.016239 
      2.238721       2.290868       0.001392       0.016143 
      2.290868       2.344229       0.001370       0.016271 
      2.344229       2.398833       0.001434       0.015903 
      2.398833       2.454709       0.001543       0.015332 
      2.454709       2.511886       0.001508       0.015510 
      2.511886       2.570396       0.001505       0.015528 
      2.570396       2.630268       0.001555       0.015273 
      2.630268       2.691535       0.001583       0.015139 
      2.691535       2.754229       0.001623       0.014950 
      2.754229       2.818383       0.001705       0.014585 
      2.818383       2.884032       0.001746       0.014412 
      2.884032       2.951209       0.001797       0.014207 
      2.951209       3.019952       0.001810       0.014156 
      3.019952       3.090295       0.001834       0.014066 
      3.090295       3.162278       0.001898       0.013825 
      3.162278       3.235937       0.001899       0.013822 
      3.235937       3.311311       0.002045       0.013320 
      3.311311       3.388442       0.002024       0.013388 
      3.388442       3.467369       0.002016       0.013414 
      3.467369       3.548134       0.002064       0.013259 
      3.548134       3.630781       0.002201       0.012838 
      3.630781       3.715352       0.002208       0.012818 
      3.715352       3.801894       0.002265       0.012656 
      3.801894       3.890451       0.002317       0.012513 
      3.890451       3.981072       0.002330       0.012477 
      3.981072       4.073803       0.002360       0.012397 
      4.073803       4.168694       0.002422       0.012238 
      4.168694       4.265795       0.002481       0.012092 
      4.265795       4.365158       0.002493       0.012062 
      4.365158       4.466836       0.002602       0.011808 
      4.466836       4.570882       0.002598       0.011816 
      4.570882       4.677351       0.002710       0.011571 
      4.677351       4.786301       0.002743       0.011499 
      4.786301       4.897788       0.002862       0.011259 
      4.897788       5.011872       0.002803       0.011376 
      5.011872       5.128614       0.002886       0.011211 
      5.128614       5.248075       0.003020       0.010959 
      5.248075       5.370318       0.003045       0.010915 
      5.370318       5.495409       0.003184       0.010674 
      5.495409       5.623413       0.003142       0.010745 
      5.623413       5.754399       0.003280       0.010517 
