          Format            YIELD 
            Name              n10 
            Unit        #/sr/hist 
            Part          Neutron 

          Emin           Emax          Value    Uncertainty 
    263.026799     269.153480       0.041146       0.002968 
    269.153480     275.422870       0.032875       0.003320 
    275.422870     281.838293       0.026599       0.003692 
    281.838293     288.403150       0.021740       0.004084 
    288.403150     295.120923       0.018296       0.004452 
    295.120923     301.995172       0.015351       0.004860 
    301.995172     309.029543       0.012989       0.005284 
    309.029543     316.227766       0.011146       0.005704 
    316.227766     323.593657       0.009481       0.006185 
    323.593657     331.131121       0.008022       0.006724 
    331.131121     338.844156       0.006609       0.007409 
    338.844156     346.736850       0.005420       0.008181 
    346.736850     354.813389       0.004369       0.009111 
    354.813389     363.078055       0.003484       0.010205 
    363.078055     371.535229       0.002767       0.011450 
    371.535229     380.189396       0.002098       0.013148 
    380.189396     389.045145       0.001601       0.015055 
    389.045145     398.107171       0.001203       0.017365 
    398.107171     407.380278   9.058959e-04       0.020012 
    407.380278     416.869383   6.464984e-04       0.023689 
    416.869383     426.579519   4.280966e-04       0.029111 
    426.579519     436.515832   3.080119e-04       0.034320 
    436.515832     446.683592   2.154995e-04       0.041030 
    446.683592     457.088190   1.371360e-04       0.051434 
    457.088190     467.735141   8.997284e-05       0.063500 
    467.735141     478.630092   4.861436e-05       0.086387 
    478.630092     489.778819   3.410261e-05       0.103142 
    489.778819     501.187234   1.886527e-05       0.138675 
    501.187234     512.861384   1.124660e-05       0.179605 
    512.861384     524.807460   8.707049e-06       0.204124 
    524.807460     537.031796   3.265143e-06       0.333333 
    537.031796     549.540874   2.902350e-06       0.353553 
    549.540874     562.341325   3.627937e-07       1.000000 
    562.341325     575.439937   3.627937e-07       1.000000 
    575.439937     588.843655       0.000000       0.000000 
    588.843655     602.559586       0.000000       0.000000 
    602.559586     616.595002       0.000000       0.000000 
    616.595002     630.957344       0.000000       0.000000 
    630.957344     645.654229       0.000000       0.000000 
    645.654229     660.693448       0.000000       0.000000 
    660.693448     676.082975       0.000000       0.000000 
    676.082975     691.830971       0.000000       0.000000 
    691.830971     707.945784       0.000000       0.000000 
    707.945784     724.435960       0.000000       0.000000 
    724.435960     741.310241       0.000000       0.000000 
    741.310241     758.577575       0.000000       0.000000 
    758.577575     776.247117       0.000000       0.000000 
    776.247117     794.328235       0.000000       0.000000 
    794.328235     812.830516       0.000000       0.000000 
    812.830516     831.763771       0.000000       0.000000 
    831.763771     851.138038       0.000000       0.000000 
    851.138038     870.963590       0.000000       0.000000 
    870.963590     891.250938       0.000000       0.000000 
    891.250938     912.010839       0.000000       0.000000 
    912.010839     933.254301       0.000000       0.000000 
    933.254301     954.992586       0.000000       0.000000 
    954.992586     977.237221       0.000000       0.000000 
    977.237221    1000.000000       0.000000       0.000000 
