1	1.02329	11232	11232
1.02329	1.04713	11389	11389
1.04713	1.07152	11967	11967
1.07152	1.09648	12131	12131
1.09648	1.12202	12624	12624
1.12202	1.14815	12920	12920
1.14815	1.1749	13490	13490
1.1749	1.20226	13830	13830
1.20226	1.23027	14260	14260
1.23027	1.25893	14513	14513
1.25893	1.28825	14834	14834
1.28825	1.31826	15283	15283
1.31826	1.34896	15712	15712
1.34896	1.38038	15831	15831
1.38038	1.41254	16616	16616
1.41254	1.44544	17050	17050
1.44544	1.47911	17462	17462
1.47911	1.51356	17680	17680
1.51356	1.54882	18155	18155
1.54882	1.58489	18582	18582
1.58489	1.62181	19254	19254
1.62181	1.65959	19833	19833
1.65959	1.69824	20114	20114
1.69824	1.7378	20667	20667
1.7378	1.77828	21215	21215
1.77828	1.8197	21670	21670
1.8197	1.86209	22385	22385
1.86209	1.90546	22834	22834
1.90546	1.94984	23097	23097
1.94984	1.99526	23773	23773
1.99526	2.04174	24419	24419
2.04174	2.0893	24774	24774
2.0893	2.13796	25492	25492
2.13796	2.18776	25958	25958
2.18776	2.23872	26757	26757
2.23872	2.29087	27128	27128
2.29087	2.34423	27673	27673
2.34423	2.39883	28114	28114
2.39883	2.45471	28678	28678
2.45471	2.51189	29424	29424
2.51189	2.5704	30206	30206
2.5704	2.63027	30688	30688
2.63027	2.69153	31093	31093
2.69153	2.75423	31960	31960
2.75423	2.81838	32568	32568
2.81838	2.88403	32896	32896
2.88403	2.95121	33741	33741
2.95121	3.01995	33988	33988
3.01995	3.0903	34664	34664
3.0903	3.16228	35259	35259
3.16228	3.23594	35878	35878
3.23594	3.31131	36420	36420
3.31131	3.38844	37176	37176
3.38844	3.46737	37746	37746
3.46737	3.54813	38614	38614
3.54813	3.63078	39039	39039
3.63078	3.71535	39440	39440
3.71535	3.80189	39832	39832
3.80189	3.89045	40462	40462
3.89045	3.98107	41105	41105
3.98107	4.0738	41449	41449
4.0738	4.16869	42201	42201
4.16869	4.2658	42626	42626
4.2658	4.36516	43235	43235
4.36516	4.46684	43600	43600
4.46684	4.57088	44169	44169
4.57088	4.67735	44620	44620
4.67735	4.7863	45001	45001
4.7863	4.89779	45817	45817
4.89779	5.01187	45924	45924
5.01187	5.12861	45999	45999
5.12861	5.24807	46914	46914
5.24807	5.37032	46700	46700
5.37032	5.49541	47686	47686
5.49541	5.62341	48067	48067
5.62341	5.7544	47740	47740
5.7544	5.88844	48285	48285
5.88844	6.0256	49099	49099
6.0256	6.16595	49258	49258
6.16595	6.30957	49520	49520
6.30957	6.45654	50181	50181
6.45654	6.60693	50103	50103
6.60693	6.76083	50520	50520
6.76083	6.91831	50727	50727
6.91831	7.07946	51231	51231
7.07946	7.24436	50995	50995
7.24436	7.4131	51301	51301
7.4131	7.58578	51760	51760
7.58578	7.76247	51746	51746
7.76247	7.94328	52119	52119
7.94328	8.12831	52352	52352
8.12831	8.31764	52365	52365
8.31764	8.51138	52370	52370
8.51138	8.70964	52398	52398
8.70964	8.91251	53161	53161
8.91251	9.12011	52817	52817
9.12011	9.33254	53245	53245
9.33254	9.54993	52922	52922
9.54993	9.77237	52842	52842
9.77237	10	53274	53274
10	10.2329	53597	53597
10.2329	10.4713	53516	53516
10.4713	10.7152	53634	53634
10.7152	10.9648	53339	53339
10.9648	11.2202	53608	53608
11.2202	11.4815	53487	53487
11.4815	11.749	53254	53254
11.749	12.0226	54069	54069
12.0226	12.3027	53745	53745
12.3027	12.5893	53354	53354
12.5893	12.8825	53351	53351
12.8825	13.1826	53333	53333
13.1826	13.4896	53938	53938
13.4896	13.8038	53357	53357
13.8038	14.1254	53461	53461
14.1254	14.4544	53712	53712
14.4544	14.7911	53503	53503
14.7911	15.1356	53281	53281
15.1356	15.4882	53641	53641
15.4882	15.8489	53205	53205
15.8489	16.2181	53446	53446
16.2181	16.5959	53801	53801
16.5959	16.9824	53203	53203
16.9824	17.378	53289	53289
17.378	17.7828	52810	52810
17.7828	18.197	52958	52958
18.197	18.6209	53375	53375
18.6209	19.0546	53489	53489
19.0546	19.4984	52941	52941
19.4984	19.9526	53328	53328
19.9526	20.4174	53041	53041
20.4174	20.893	53517	53517
20.893	21.3796	53404	53404
21.3796	21.8776	54110	54110
21.8776	22.3872	53783	53783
22.3872	22.9087	53727	53727
22.9087	23.4423	54184	54184
23.4423	23.9883	53918	53918
23.9883	24.5471	53870	53870
24.5471	25.1189	54357	54357
25.1189	25.704	54081	54081
25.704	26.3027	54130	54130
26.3027	26.9153	54565	54565
26.9153	27.5423	54621	54621
27.5423	28.1838	54916	54916
28.1838	28.8403	55136	55136
28.8403	29.5121	55581	55581
29.5121	30.1995	55945	55945
30.1995	30.903	56221	56221
30.903	31.6228	56441	56441
31.6228	32.3594	56441	56441
32.3594	33.1131	56467	56467
33.1131	33.8844	57062	57062
33.8844	34.6737	57323	57323
34.6737	35.4813	57727	57727
35.4813	36.3078	57722	57722
36.3078	37.1535	58007	58007
37.1535	38.0189	58122	58122
38.0189	38.9045	58495	58495
38.9045	39.8107	58789	58789
39.8107	40.738	58643	58643
40.738	41.6869	59468	59468
41.6869	42.658	59481	59481
42.658	43.6516	59774	59774
43.6516	44.6684	59755	59755
44.6684	45.7088	60155	60155
45.7088	46.7735	60206	60206
46.7735	47.863	60229	60229
47.863	48.9779	60772	60772
48.9779	50.1187	61060	61060
50.1187	51.2861	61300	61300
51.2861	52.4807	60820	60820
52.4807	53.7032	61735	61735
53.7032	54.9541	61270	61270
54.9541	56.2341	61351	61351
56.2341	57.544	61424	61424
57.544	58.8844	61778	61778
58.8844	60.256	61706	61706
60.256	61.6595	61871	61871
61.6595	63.0957	61588	61588
63.0957	64.5654	61641	61641
64.5654	66.0693	61216	61216
66.0693	67.6083	60794	60794
67.6083	69.1831	61178	61178
69.1831	70.7946	61592	61592
70.7946	72.4436	60561	60561
72.4436	74.131	59868	59868
74.131	75.8578	59932	59932
75.8578	77.6247	58684	58684
77.6247	79.4328	59187	59187
79.4328	81.2831	58830	58830
81.2831	83.1764	58285	58285
83.1764	85.1138	57927	57927
85.1138	87.0964	56858	56858
87.0964	89.1251	56439	56439
89.1251	91.2011	55665	55665
91.2011	93.3254	54882	54882
93.3254	95.4993	53921	53921
95.4993	97.7237	53158	53158
97.7237	100	52223	52223
100	102.329	50797	50797
102.329	104.713	49615	49615
104.713	107.152	48447	48447
107.152	109.648	47373	47373
109.648	112.202	45938	45938
112.202	114.815	45028	45028
114.815	117.49	43302	43302
117.49	120.226	41548	41548
120.226	123.027	40114	40114
123.027	125.893	38652	38652
125.893	128.825	36942	36942
128.825	131.826	35125	35125
131.826	134.896	33124	33124
134.896	138.038	31282	31282
138.038	141.254	29517	29517
141.254	144.544	27534	27534
144.544	147.911	25972	25972
147.911	151.356	24152	24152
151.356	154.882	21967	21967
154.882	158.489	20304	20304
158.489	162.181	18708	18708
162.181	165.959	16966	16966
165.959	169.824	15361	15361
169.824	173.78	13803	13803
173.78	177.828	12435	12435
177.828	181.97	11458	11458
181.97	186.209	9887	9887
186.209	190.546	8991	8991
190.546	194.984	7891	7891
194.984	199.526	6959	6959
199.526	204.174	6257	6257
204.174	208.93	5362	5362
208.93	213.796	4625	4625
213.796	218.776	4007	4007
218.776	223.872	3524	3524
223.872	229.087	2988	2988
229.087	234.423	2443	2443
234.423	239.883	2196	2196
239.883	245.471	1753	1753
245.471	251.189	1456	1456
251.189	257.04	1173	1173
257.04	263.027	1027	1027
263.027	269.153	810	810
269.153	275.423	652	652
275.423	281.838	531	531
281.838	288.403	403	403
288.403	295.121	342	342
295.121	301.995	270	270
301.995	309.03	200	200
309.03	316.228	152	152
316.228	323.594	106	106
323.594	331.131	81	81
331.131	338.844	63	63
338.844	346.737	36	36
346.737	354.813	34	34
354.813	363.078	27	27
363.078	371.535	21	21
371.535	380.189	7	7
380.189	389.045	5	5
389.045	398.107	4	4
398.107	407.38	8	8
407.38	416.869	4	4
416.869	426.58	4	4
426.58	436.516	2	2
436.516	446.684	1	1
446.684	457.088	0	0
457.088	467.735	0	0
467.735	478.63	0	0
478.63	489.779	0	0
489.779	501.187	0	0
501.187	512.861	0	0
512.861	524.807	0	0
524.807	537.032	0	0
537.032	549.541	0	0
549.541	562.341	0	0
562.341	575.44	0	0
575.44	588.844	0	0
588.844	602.56	0	0
602.56	616.595	0	0
616.595	630.957	0	0
630.957	645.654	0	0
645.654	660.693	0	0
660.693	676.083	0	0
676.083	691.831	0	0
691.831	707.946	0	0
707.946	724.436	0	0
724.436	741.31	0	0
741.31	758.578	0	0
758.578	776.247	0	0
776.247	794.328	0	0
794.328	812.831	0	0
812.831	831.764	0	0
831.764	851.138	0	0
851.138	870.964	0	0
870.964	891.251	0	0
891.251	912.011	0	0
912.011	933.254	0	0
933.254	954.993	0	0
954.993	977.237	0	0
977.237	1000	0	0
