          Format            YIELD 
            Name              a30 
            Unit        #/sr/hist 
            Part      Generic Ion 

          Emin           Emax          Value    Uncertainty 
      1.000000       1.023293   2.734773e-04       0.015212 
      1.023293       1.047129   2.855025e-04       0.014889 
      1.047129       1.071519   2.863886e-04       0.014866 
      1.071519       1.096478   2.839202e-04       0.014930 
      1.096478       1.122018   2.886670e-04       0.014807 
      1.122018       1.148154   2.960720e-04       0.014620 
      1.148154       1.174898   2.924011e-04       0.014712 
      1.174898       1.202264   2.951226e-04       0.014644 
      1.202264       1.230269   2.899961e-04       0.014773 
      1.230269       1.258925   2.915784e-04       0.014733 
      1.258925       1.288250   2.896796e-04       0.014781 
      1.288250       1.318257   2.945530e-04       0.014658 
      1.318257       1.348963   2.883506e-04       0.014815 
      1.348963       1.380384   2.936669e-04       0.014680 
      1.380384       1.412538   2.898695e-04       0.014776 
      1.412538       1.445440   2.889835e-04       0.014799 
      1.445440       1.479108   2.863886e-04       0.014866 
      1.479108       1.513561   2.818949e-04       0.014984 
      1.513561       1.548817   2.845531e-04       0.014913 
      1.548817       1.584893   2.825911e-04       0.014965 
      1.584893       1.621810   2.868316e-04       0.014854 
      1.621810       1.659587   2.828443e-04       0.014958 
      1.659587       1.698244   2.818949e-04       0.014984 
      1.698244       1.737801   2.837304e-04       0.014935 
      1.737801       1.778279   2.852493e-04       0.014895 
      1.778279       1.819701   2.729077e-04       0.015228 
      1.819701       1.862087   2.813253e-04       0.014999 
      1.862087       1.905461   2.774646e-04       0.015103 
      1.905461       1.949845   2.657559e-04       0.015432 
      1.949845       1.995262   2.687939e-04       0.015344 
      1.995262       2.041738   2.689204e-04       0.015341 
      2.041738       2.089296   2.648066e-04       0.015459 
      2.089296       2.137962   2.603762e-04       0.015590 
      2.137962       2.187762   2.661357e-04       0.015421 
      2.187762       2.238721   2.618319e-04       0.015547 
      2.238721       2.290868   2.559459e-04       0.015725 
      2.290868       2.344229   2.611990e-04       0.015566 
      2.344229       2.398833   2.613889e-04       0.015560 
      2.398833       2.454709   2.589839e-04       0.015632 
      2.454709       2.511886   2.517055e-04       0.015857 
      2.511886       2.570396   2.597433e-04       0.015609 
      2.570396       2.630268   2.541738e-04       0.015780 
      2.630268       2.691535   2.501865e-04       0.015905 
      2.691535       2.754229   2.503764e-04       0.015899 
      2.754229       2.818383   2.549333e-04       0.015756 
      2.818383       2.884032   2.548067e-04       0.015760 
      2.884032       2.951209   2.408828e-04       0.016209 
      2.951209       3.019952   2.486675e-04       0.015953 
      3.019952       3.090295   2.425917e-04       0.016152 
      3.090295       3.162278   2.506928e-04       0.015889 
      3.162278       3.235937   2.493004e-04       0.015933 
      3.235937       3.311311   2.406297e-04       0.016218 
      3.311311       3.388442   2.419588e-04       0.016173 
      3.388442       3.467369   2.444271e-04       0.016091 
      3.467369       3.548134   2.396170e-04       0.016252 
      3.548134       3.630781   2.389841e-04       0.016273 
      3.630781       3.715352   2.361361e-04       0.016371 
      3.715352       3.801894   2.380348e-04       0.016306 
      3.801894       3.890451   2.324652e-04       0.016500 
      3.890451       3.981072   2.327817e-04       0.016489 
      3.981072       4.073803   2.294273e-04       0.016609 
      4.073803       4.168694   2.262628e-04       0.016725 
      4.168694       4.265795   2.267058e-04       0.016708 
      4.265795       4.365158   2.211996e-04       0.016915 
      4.365158       4.466836   2.180350e-04       0.017037 
      4.466836       4.570882   2.153769e-04       0.017142 
      4.570882       4.677351   2.123389e-04       0.017264 
      4.677351       4.786301   2.086048e-04       0.017418 
      4.786301       4.897788   2.030985e-04       0.017653 
      4.897788       5.011872   1.960733e-04       0.017966 
      5.011872       5.128614   1.967695e-04       0.017934 
      5.128614       5.248075   1.820229e-04       0.018647 
      5.248075       5.370318   1.841114e-04       0.018541 
      5.370318       5.495409   1.784786e-04       0.018831 
      5.495409       5.623413   1.762002e-04       0.018952 
      5.623413       5.754399   1.756938e-04       0.018979 
      5.754399       5.888437   1.613902e-04       0.019803 
      5.888437       6.025596   1.636054e-04       0.019668 
      6.025596       6.165950   1.569599e-04       0.020080 
      6.165950       6.309573   1.551245e-04       0.020199 
      6.309573       6.456542   1.417070e-04       0.021133 
      6.456542       6.606934   1.405044e-04       0.021224 
      6.606934       6.760830   1.358842e-04       0.021581 
      6.760830       6.918310   1.340488e-04       0.021729 
      6.918310       7.079458   1.225933e-04       0.022721 
      7.079458       7.244360   1.134162e-04       0.023623 
      7.244360       7.413102   1.117706e-04       0.023796 
      7.413102       7.585776   1.101251e-04       0.023973 
      7.585776       7.762471   1.001885e-04       0.025134 
      7.762471       7.943282   9.575821e-05       0.025709 
      7.943282       8.128305   9.221395e-05       0.026198 
      8.128305       8.317638   9.310001e-05       0.026073 
      8.317638       8.511380   8.006221e-05       0.028116 
      8.511380       8.709636   7.955589e-05       0.028205 
      8.709636       8.912509   6.803706e-05       0.030500 
      8.912509       9.120108   7.088512e-05       0.029881 
      9.120108       9.332543   6.272068e-05       0.031766 
      9.332543       9.549926   5.860681e-05       0.032862 
      9.549926       9.772372   5.708784e-05       0.033296 
      9.772372      10.000000   5.101197e-05       0.035223 
     10.000000      10.232930   4.594875e-05       0.037113 
     10.232930      10.471285   4.987275e-05       0.035623 
     10.471285      10.715193   4.556901e-05       0.037268 
     10.715193      10.964782   3.968301e-05       0.039936 
     10.964782      11.220185   3.905011e-05       0.040258 
     11.220185      11.481536   3.360714e-05       0.043396 
     11.481536      11.748976   3.240463e-05       0.044194 
     11.748976      12.022644   2.987302e-05       0.046029 
     12.022644      12.302688   2.873379e-05       0.046932 
     12.302688      12.589254   2.810089e-05       0.047458 
     12.589254      12.882496   2.348070e-05       0.051917 
     12.882496      13.182567   2.291108e-05       0.052559 
     13.182567      13.489629   2.329083e-05       0.052129 
     13.489629      13.803843   2.126554e-05       0.054554 
     13.803843      14.125375   1.968328e-05       0.056705 
     14.125375      14.454398   2.031618e-05       0.055814 
     14.454398      14.791084   1.607573e-05       0.062746 
     14.791084      15.135612   1.683522e-05       0.061314 
     15.135612      15.488166   1.493651e-05       0.065094 
     15.488166      15.848932   1.436690e-05       0.066372 
     15.848932      16.218101   1.164541e-05       0.073721 
     16.218101      16.595869   1.132896e-05       0.074743 
     16.595869      16.982437   1.259477e-05       0.070888 
     16.982437      17.378008   9.999866e-06       0.079556 
     17.378008      17.782794   1.037961e-05       0.078087 
     17.782794      18.197009   1.075935e-05       0.076696 
     18.197009      18.620871   9.050511e-06       0.083624 
     18.620871      19.054607   8.227737e-06       0.087706 
     19.054607      19.498446   7.721415e-06       0.090536 
     19.498446      19.952623   7.151803e-06       0.094072 
     19.952623      20.417379   7.215093e-06       0.093659 
     20.417379      20.892961   6.645480e-06       0.097590 
     20.892961      21.379621   7.531544e-06       0.091670 
     21.379621      21.877616   4.367030e-06       0.120386 
     21.877616      22.387211   4.873352e-06       0.113961 
     22.387211      22.908677   4.999933e-06       0.112509 
     22.908677      23.442288   5.063223e-06       0.111803 
     23.442288      23.988329   4.240449e-06       0.122169 
     23.988329      24.547089   4.113869e-06       0.124035 
     24.547089      25.118864   3.923998e-06       0.127000 
     25.118864      25.703958   4.240449e-06       0.122169 
     25.703958      26.302680   3.734127e-06       0.130189 
     26.302680      26.915348   4.177159e-06       0.123091 
     26.915348      27.542287   3.734127e-06       0.130189 
     27.542287      28.183829   3.923998e-06       0.127000 
     28.183829      28.840315   3.037934e-06       0.144338 
     28.840315      29.512092   2.784773e-06       0.150756 
     29.512092      30.199517   3.354385e-06       0.137361 
     30.199517      30.902954   3.164514e-06       0.141421 
     30.902954      31.622777   2.911353e-06       0.147442 
     31.622777      32.359366   2.721482e-06       0.152499 
     32.359366      33.113112   2.911353e-06       0.147442 
     33.113112      33.884416   2.658192e-06       0.154303 
     33.884416      34.673685   2.911353e-06       0.147442 
     34.673685      35.481339   2.594902e-06       0.156174 
     35.481339      36.307805   2.215160e-06       0.169031 
     36.307805      37.153523   2.025289e-06       0.176777 
     37.153523      38.018940   2.278450e-06       0.166667 
     38.018940      38.904514   2.215160e-06       0.169031 
     38.904514      39.810717   2.088580e-06       0.174078 
     39.810717      40.738028   1.772128e-06       0.188982 
     40.738028      41.686938   2.151870e-06       0.171499 
     41.686938      42.657952   2.405031e-06       0.162221 
     42.657952      43.651583   1.961999e-06       0.179605 
     43.651583      44.668359   1.772128e-06       0.188982 
     44.668359      45.708819   1.455677e-06       0.208514 
     45.708819      46.773514   1.835418e-06       0.185695 
     46.773514      47.863009   1.708838e-06       0.192450 
     47.863009      48.977882   1.708838e-06       0.192450 
     48.977882      50.118723   1.708838e-06       0.192450 
     50.118723      51.286138   1.329096e-06       0.218218 
     51.286138      52.480746   1.582257e-06       0.200000 
     52.480746      53.703180   1.392386e-06       0.213201 
     53.703180      54.954087   1.139225e-06       0.235702 
     54.954087      56.234133   1.392386e-06       0.213201 
     56.234133      57.543994   1.392386e-06       0.213201 
     57.543994      58.884366   8.227737e-07       0.277350 
     58.884366      60.255959   5.696126e-07       0.333333 
     60.255959      61.659500   1.392386e-06       0.213201 
     61.659500      63.095734   8.227737e-07       0.277350 
     63.095734      64.565423   8.227737e-07       0.277350 
     64.565423      66.069345   1.202515e-06       0.229416 
     66.069345      67.608298   1.392386e-06       0.213201 
     67.608298      69.183097   1.265806e-06       0.223607 
     69.183097      70.794578   8.227737e-07       0.277350 
     70.794578      72.443596   1.012645e-06       0.250000 
     72.443596      74.131024   1.392386e-06       0.213201 
     74.131024      75.857758   1.012645e-06       0.250000 
     75.857758      77.624712   1.202515e-06       0.229416 
     77.624712      79.432823   1.012645e-06       0.250000 
     79.432823      81.283052   1.012645e-06       0.250000 
     81.283052      83.176377   1.012645e-06       0.250000 
     83.176377      85.113804   1.012645e-06       0.250000 
     85.113804      87.096359   8.860640e-07       0.267261 
     87.096359      89.125094   7.594835e-07       0.288675 
     89.125094      91.201084   1.012645e-06       0.250000 
     91.201084      93.325430   1.139225e-06       0.235702 
     93.325430      95.499259   1.012645e-06       0.250000 
     95.499259      97.723722   9.493543e-07       0.258199 
     97.723722     100.000000   1.202515e-06       0.229416 
    100.000000     102.329299   6.961932e-07       0.301511 
    102.329299     104.712855   1.455677e-06       0.208514 
    104.712855     107.151931   8.860640e-07       0.267261 
    107.151931     109.647820   9.493543e-07       0.258199 
    109.647820     112.201845   1.265806e-06       0.223607 
    112.201845     114.815362   1.012645e-06       0.250000 
    114.815362     117.489755   1.202515e-06       0.229416 
    117.489755     120.226443   1.139225e-06       0.235702 
    120.226443     123.026877   9.493543e-07       0.258199 
    123.026877     125.892541   1.139225e-06       0.235702 
    125.892541     128.824955   1.139225e-06       0.235702 
    128.824955     131.825674   1.075935e-06       0.242536 
    131.825674     134.896288   1.202515e-06       0.229416 
    134.896288     138.038426   1.455677e-06       0.208514 
    138.038426     141.253754   1.582257e-06       0.200000 
    141.253754     144.543977   1.202515e-06       0.229416 
    144.543977     147.910839   1.012645e-06       0.250000 
    147.910839     151.356125   1.075935e-06       0.242536 
    151.356125     154.881662   1.139225e-06       0.235702 
    154.881662     158.489319   1.708838e-06       0.192450 
    158.489319     162.181010   1.202515e-06       0.229416 
    162.181010     165.958691   1.202515e-06       0.229416 
    165.958691     169.824365   1.075935e-06       0.242536 
    169.824365     173.780083   1.012645e-06       0.250000 
    173.780083     177.827941   1.392386e-06       0.213201 
    177.827941     181.970086   1.772128e-06       0.188982 
    181.970086     186.208714   1.518967e-06       0.204124 
    186.208714     190.546072   1.708838e-06       0.192450 
    190.546072     194.984460   1.645547e-06       0.196116 
    194.984460     199.526231   1.835418e-06       0.185695 
    199.526231     204.173794   1.898709e-06       0.182574 
    204.173794     208.929613   1.772128e-06       0.188982 
    208.929613     213.796209   1.898709e-06       0.182574 
    213.796209     218.776162   8.860640e-07       0.267261 
    218.776162     223.872114   2.088580e-06       0.174078 
    223.872114     229.086765   1.898709e-06       0.182574 
    229.086765     234.422882   1.265806e-06       0.223607 
    234.422882     239.883292   2.405031e-06       0.162221 
    239.883292     245.470892   2.088580e-06       0.174078 
    245.470892     251.188643   1.772128e-06       0.188982 
    251.188643     257.039578   1.961999e-06       0.179605 
    257.039578     263.026799   1.139225e-06       0.235702 
    263.026799     269.153480   1.329096e-06       0.218218 
    269.153480     275.422870   1.012645e-06       0.250000 
    275.422870     281.838293   7.594835e-07       0.288675 
    281.838293     288.403150   8.227737e-07       0.277350 
    288.403150     295.120923   8.227737e-07       0.277350 
    295.120923     301.995172   7.594835e-07       0.288675 
    301.995172     309.029543   3.164514e-07       0.447214 
    309.029543     316.227766   1.265806e-07       0.707107 
    316.227766     323.593657   4.430320e-07       0.377964 
    323.593657     331.131121   3.164514e-07       0.447214 
    331.131121     338.844156   3.164514e-07       0.447214 
    338.844156     346.736850   6.329029e-08       1.000000 
    346.736850     354.813389   6.329029e-08       1.000000 
    354.813389     363.078055   1.265806e-07       0.707107 
    363.078055     371.535229   1.898709e-07       0.577350 
    371.535229     380.189396       0.000000       0.000000 
    380.189396     389.045145       0.000000       0.000000 
    389.045145     398.107171       0.000000       0.000000 
    398.107171     407.380278       0.000000       0.000000 
    407.380278     416.869383       0.000000       0.000000 
    416.869383     426.579519       0.000000       0.000000 
    426.579519     436.515832       0.000000       0.000000 
    436.515832     446.683592       0.000000       0.000000 
    446.683592     457.088190       0.000000       0.000000 
    457.088190     467.735141       0.000000       0.000000 
    467.735141     478.630092       0.000000       0.000000 
    478.630092     489.778819       0.000000       0.000000 
    489.778819     501.187234       0.000000       0.000000 
    501.187234     512.861384       0.000000       0.000000 
    512.861384     524.807460       0.000000       0.000000 
    524.807460     537.031796       0.000000       0.000000 
    537.031796     549.540874       0.000000       0.000000 
    549.540874     562.341325       0.000000       0.000000 
    562.341325     575.439937       0.000000       0.000000 
    575.439937     588.843655       0.000000       0.000000 
    588.843655     602.559586       0.000000       0.000000 
    602.559586     616.595002       0.000000       0.000000 
    616.595002     630.957344       0.000000       0.000000 
    630.957344     645.654229       0.000000       0.000000 
    645.654229     660.693448       0.000000       0.000000 
    660.693448     676.082975       0.000000       0.000000 
    676.082975     691.830971       0.000000       0.000000 
    691.830971     707.945784       0.000000       0.000000 
    707.945784     724.435960       0.000000       0.000000 
    724.435960     741.310241       0.000000       0.000000 
    741.310241     758.577575       0.000000       0.000000 
    758.577575     776.247117       0.000000       0.000000 
    776.247117     794.328235       0.000000       0.000000 
    794.328235     812.830516       0.000000       0.000000 
    812.830516     831.763771       0.000000       0.000000 
    831.763771     851.138038       0.000000       0.000000 
    851.138038     870.963590       0.000000       0.000000 
    870.963590     891.250938       0.000000       0.000000 
    891.250938     912.010839       0.000000       0.000000 
    912.010839     933.254301       0.000000       0.000000 
    933.254301     954.992586       0.000000       0.000000 
    954.992586     977.237221       0.000000       0.000000 
    977.237221    1000.000000       0.000000       0.000000 
