          Format            YIELD 
            Name              a60 
            Unit        #/sr/hist 
            Part      Generic Ion 

          Emin           Emax          Value    Uncertainty 
      1.000000       1.023293   4.026934e-04       0.006580 
      1.023293       1.047129   3.996585e-04       0.006605 
      1.047129       1.071519   4.068968e-04       0.006546 
      1.071519       1.096478   4.005481e-04       0.006598 
      1.096478       1.122018   3.998330e-04       0.006604 
      1.122018       1.148154   4.044027e-04       0.006567 
      1.148154       1.174898   4.049085e-04       0.006562 
      1.174898       1.202264   4.087631e-04       0.006531 
      1.202264       1.230269   4.053445e-04       0.006559 
      1.230269       1.258925   4.146758e-04       0.006485 
      1.258925       1.288250   4.160712e-04       0.006474 
      1.288250       1.318257   4.132456e-04       0.006496 
      1.318257       1.348963   4.151816e-04       0.006481 
      1.348963       1.380384   4.171700e-04       0.006465 
      1.380384       1.412538   4.166816e-04       0.006469 
      1.412538       1.445440   4.247222e-04       0.006408 
      1.445440       1.479108   4.320303e-04       0.006353 
      1.479108       1.513561   4.266059e-04       0.006393 
      1.513561       1.548817   4.249315e-04       0.006406 
      1.548817       1.584893   4.286641e-04       0.006378 
      1.584893       1.621810   4.315070e-04       0.006357 
      1.621810       1.659587   4.325535e-04       0.006349 
      1.659587       1.698244   4.310187e-04       0.006361 
      1.698244       1.737801   4.310012e-04       0.006361 
      1.737801       1.778279   4.223850e-04       0.006425 
      1.778279       1.819701   4.228560e-04       0.006422 
      1.819701       1.862087   4.200130e-04       0.006443 
      1.862087       1.905461   4.150247e-04       0.006482 
      1.905461       1.949845   4.109782e-04       0.006514 
      1.949845       1.995262   4.122340e-04       0.006504 
      1.995262       2.041738   4.054492e-04       0.006558 
      2.041738       2.089296   3.984551e-04       0.006615 
      2.089296       2.137962   3.969202e-04       0.006628 
      2.137962       2.187762   3.891412e-04       0.006694 
      2.187762       2.238721   3.831762e-04       0.006746 
      2.238721       2.290868   3.809611e-04       0.006766 
      2.290868       2.344229   3.763739e-04       0.006807 
      2.344229       2.398833   3.719263e-04       0.006847 
      2.398833       2.454709   3.636589e-04       0.006925 
      2.454709       2.511886   3.541881e-04       0.007017 
      2.511886       2.570396   3.556532e-04       0.007002 
      2.570396       2.630268   3.471068e-04       0.007088 
      2.630268       2.691535   3.465661e-04       0.007093 
      2.691535       2.754229   3.354209e-04       0.007210 
      2.754229       2.818383   3.302756e-04       0.007266 
      2.818383       2.884032   3.262814e-04       0.007311 
      2.884032       2.951209   3.244849e-04       0.007331 
      2.951209       3.019952   3.182234e-04       0.007403 
      3.019952       3.090295   3.122409e-04       0.007473 
      3.090295       3.162278   3.092583e-04       0.007509 
