          Format            YIELD 
            Name              n30 
            Unit        #/sr/hist 
            Part          Neutron 

          Emin           Emax          Value    Uncertainty 
     21.379621      21.877616       0.002022       0.007000 
     21.877616      22.387211       0.002071       0.006917 
     22.387211      22.908677       0.002060       0.006935 
     22.908677      23.442288       0.002079       0.006903 
     23.442288      23.988329       0.002130       0.006821 
     23.988329      24.547089       0.002130       0.006821 
     24.547089      25.118864       0.002167       0.006762 
     25.118864      25.703958       0.002183       0.006737 
     25.703958      26.302680       0.002229       0.006668 
     26.302680      26.915348       0.002250       0.006637 
     26.915348      27.542287       0.002256       0.006628 
     27.542287      28.183829       0.002310       0.006549 
     28.183829      28.840315       0.002330       0.006521 
     28.840315      29.512092       0.002370       0.006466 
     29.512092      30.199517       0.002409       0.006413 
     30.199517      30.902954       0.002439       0.006374 
     30.902954      31.622777       0.002456       0.006352 
     31.622777      32.359366       0.002479       0.006322 
     32.359366      33.113112       0.002515       0.006277 
     33.113112      33.884416       0.002567       0.006212 
     33.884416      34.673685       0.002602       0.006170 
     34.673685      35.481339       0.002667       0.006096 
     35.481339      36.307805       0.002688       0.006072 
     36.307805      37.153523       0.002738       0.006015 
     37.153523      38.018940       0.002757       0.005995 
     38.018940      38.904514       0.002807       0.005941 
     38.904514      39.810717       0.002882       0.005863 
     39.810717      40.738028       0.002913       0.005832 
     40.738028      41.686938       0.002959       0.005787 
     41.686938      42.657952       0.002987       0.005759 
     42.657952      43.651583       0.003082       0.005670 
     43.651583      44.668359       0.003083       0.005669 
     44.668359      45.708819       0.003150       0.005608 
     45.708819      46.773514       0.003259       0.005514 
     46.773514      47.863009       0.003308       0.005473 
     47.863009      48.977882       0.003390       0.005406 
     48.977882      50.118723       0.003415       0.005386 
     50.118723      51.286138       0.003492       0.005326 
     51.286138      52.480746       0.003568       0.005270 
     52.480746      53.703180       0.003662       0.005202 
     53.703180      54.954087       0.003711       0.005167 
     54.954087      56.234133       0.003825       0.005089 
     56.234133      57.543994       0.003861       0.005065 
     57.543994      58.884366       0.003941       0.005014 
     58.884366      60.255959       0.004036       0.004954 
     60.255959      61.659500       0.004116       0.004906 
     61.659500      63.095734       0.004236       0.004836 
     63.095734      64.565423       0.004289       0.004806 
     64.565423      66.069345       0.004425       0.004732 
     66.069345      67.608298       0.004529       0.004677 
     67.608298      69.183097       0.004653       0.004614 
     69.183097      70.794578       0.004742       0.004571 
     70.794578      72.443596       0.004916       0.004489 
     72.443596      74.131024       0.004978       0.004461 
     74.131024      75.857758       0.005155       0.004383 
     75.857758      77.624712       0.005203       0.004363 
     77.624712      79.432823       0.005388       0.004288 
     79.432823      81.283052       0.005544       0.004227 
     81.283052      83.176377       0.005684       0.004175 
     83.176377      85.113804       0.005885       0.004103 
     85.113804      87.096359       0.005961       0.004076 
     87.096359      89.125094       0.006227       0.003988 
     89.125094      91.201084       0.006421       0.003928 
     91.201084      93.325430       0.006550       0.003889 
     93.325430      95.499259       0.006751       0.003830 
     95.499259      97.723722       0.006940       0.003778 
     97.723722     100.000000       0.007162       0.003719 
    100.000000     102.329299       0.007340       0.003673 
    102.329299     104.712855       0.007640       0.003600 
    104.712855     107.151931       0.007844       0.003553 
    107.151931     109.647820       0.008058       0.003506 
    109.647820     112.201845       0.008325       0.003449 
    112.201845     114.815362       0.008611       0.003391 
    114.815362     117.489755       0.008858       0.003343 
    117.489755     120.226443       0.009151       0.003289 
    120.226443     123.026877       0.009437       0.003239 
    123.026877     125.892541       0.009746       0.003187 
    125.892541     128.824955       0.009942       0.003156 
    128.824955     131.825674       0.010320       0.003097 
    131.825674     134.896288       0.010601       0.003056 
    134.896288     138.038426       0.010952       0.003007 
    138.038426     141.253754       0.011233       0.002969 
    141.253754     144.543977       0.011532       0.002930 
    144.543977     147.910839       0.011766       0.002901 
    147.910839     151.356125       0.012137       0.002856 
    151.356125     154.881662       0.012427       0.002822 
    154.881662     158.489319       0.012763       0.002785 
    158.489319     162.181010       0.013038       0.002755 
    162.181010     165.958691       0.013324       0.002726 
    165.958691     169.824365       0.013574       0.002700 
    169.824365     173.780083       0.013827       0.002675 
    173.780083     177.827941       0.013966       0.002662 
    177.827941     181.970086       0.014201       0.002640 
    181.970086     186.208714       0.014259       0.002635 
    186.208714     190.546072       0.014390       0.002622 
    190.546072     194.984460       0.014446       0.002617 
    194.984460     199.526231       0.014461       0.002616 
    199.526231     204.173794       0.014463       0.002616 
    204.173794     208.929613       0.014383       0.002623 
    208.929613     213.796209       0.014260       0.002634 
    213.796209     218.776162       0.014122       0.002647 
    218.776162     223.872114       0.013876       0.002671 
    223.872114     229.086765       0.013649       0.002693 
    229.086765     234.422882       0.013336       0.002724 
    234.422882     239.883292       0.012995       0.002760 
    239.883292     245.470892       0.012635       0.002799 
    245.470892     251.188643       0.012192       0.002849 
    251.188643     257.039578       0.011689       0.002910 
    257.039578     263.026799       0.011227       0.002969 
    263.026799     269.153480       0.010744       0.003036 
    269.153480     275.422870       0.010155       0.003123 
    275.422870     281.838293       0.009606       0.003211 
    281.838293     288.403150       0.009098       0.003299 
    288.403150     295.120923       0.008557       0.003402 
    295.120923     301.995172       0.007938       0.003532 
    301.995172     309.029543       0.007437       0.003649 
    309.029543     316.227766       0.006922       0.003783 
    316.227766     323.593657       0.006350       0.003949 
    323.593657     331.131121       0.005873       0.004107 
    331.131121     338.844156       0.005324       0.004313 
    338.844156     346.736850       0.004838       0.004525 
    346.736850     354.813389       0.004424       0.004732 
    354.813389     363.078055       0.003968       0.004997 
    363.078055     371.535229       0.003562       0.005274 
    371.535229     380.189396       0.003182       0.005580 
    380.189396     389.045145       0.002773       0.005978 
    389.045145     398.107171       0.002451       0.006358 
    398.107171     407.380278       0.002113       0.006849 
    407.380278     416.869383       0.001819       0.007380 
    416.869383     426.579519       0.001550       0.007997 
    426.579519     436.515832       0.001315       0.008680 
    436.515832     446.683592       0.001094       0.009519 
    446.683592     457.088190   9.218139e-04       0.010368 
    457.088190     467.735141   7.486703e-04       0.011505 
    467.735141     478.630092   6.125934e-04       0.012719 
    478.630092     489.778819   5.097182e-04       0.013944 
    489.778819     501.187234   3.878140e-04       0.015986 
    501.187234     512.861384   3.250779e-04       0.017460 
    512.861384     524.807460   2.395467e-04       0.020340 
    524.807460     537.031796   1.881091e-04       0.022953 
    537.031796     549.540874   1.384554e-04       0.026755 
    549.540874     562.341325   1.092182e-04       0.030124 
    562.341325     575.439937   8.166591e-05       0.034837 
    575.439937     588.843655   5.758240e-05       0.041487 
    588.843655     602.559586   4.132850e-05       0.048970 
    602.559586     616.595002   3.032739e-05       0.057166 
    616.595002     630.957344   2.210133e-05       0.066965 
    630.957344     645.654229   1.427171e-05       0.083333 
    645.654229     660.693448   9.415366e-06       0.102598 
    660.693448     676.082975   7.730511e-06       0.113228 
    676.082975     691.830971   3.667037e-06       0.164399 
    691.830971     707.945784   2.576837e-06       0.196116 
    707.945784     724.435960   1.982182e-06       0.223607 
    724.435960     741.310241   1.982182e-07       0.707107 
    741.310241     758.577575   3.964365e-07       0.500000 
    758.577575     776.247117   3.964365e-07       0.500000 
    776.247117     794.328235   3.964365e-07       0.500000 
