          Format            YIELD 
            Name              n15 
            Unit        #/sr/hist 
            Part          Neutron 

          Emin           Emax          Value    Uncertainty 
      1.000000       1.023293   1.634567e-04       0.033923 
      1.023293       1.047129   1.730497e-04       0.032969 
      1.047129       1.071519   1.832070e-04       0.032042 
      1.071519       1.096478   1.839594e-04       0.031976 
      1.096478       1.122018   2.005120e-04       0.030628 
      1.122018       1.148154   1.999477e-04       0.030671 
      1.148154       1.174898   2.012643e-04       0.030571 
      1.174898       1.202264   2.031453e-04       0.030429 
      1.202264       1.230269   2.112335e-04       0.029841 
      1.230269       1.258925   2.185693e-04       0.029336 
      1.258925       1.288250   2.428339e-04       0.027831 
      1.288250       1.318257   2.323004e-04       0.028455 
      1.318257       1.348963   2.548721e-04       0.027166 
      1.348963       1.380384   2.552483e-04       0.027146 
      1.380384       1.412538   2.759391e-04       0.026108 
      1.412538       1.445440   2.810177e-04       0.025871 
      1.445440       1.479108   2.793248e-04       0.025950 
      1.479108       1.513561   2.800772e-04       0.025915 
      1.513561       1.548817   3.058466e-04       0.024799 
      1.548817       1.584893   3.101728e-04       0.024626 
      1.584893       1.621810   3.231515e-04       0.024126 
      1.621810       1.659587   3.210825e-04       0.024204 
      1.659587       1.698244   3.404565e-04       0.023505 
      1.698244       1.737801   3.297349e-04       0.023884 
      1.737801       1.778279   3.701759e-04       0.022542 
      1.778279       1.819701   3.637806e-04       0.022739 
      1.819701       1.862087   3.652854e-04       0.022692 
      1.862087       1.905461   3.957572e-04       0.021801 
      1.905461       1.949845   3.867285e-04       0.022054 
      1.949845       1.995262   3.976381e-04       0.021749 
      1.995262       2.041738   4.343172e-04       0.020811 
      2.041738       2.089296   4.416530e-04       0.020637 
      2.089296       2.137962   4.439101e-04       0.020584 
      2.137962       2.187762   4.691152e-04       0.020024 
      2.187762       2.238721   4.647890e-04       0.020117 
      2.238721       2.290868   4.726891e-04       0.019948 
      2.290868       2.344229   4.911226e-04       0.019570 
      2.344229       2.398833   5.114371e-04       0.019177 
      2.398833       2.454709   5.285540e-04       0.018864 
      2.454709       2.511886   5.279897e-04       0.018874 
      2.511886       2.570396   5.394637e-04       0.018673 
      2.570396       2.630268   5.530067e-04       0.018443 
      2.630268       2.691535   5.840428e-04       0.017946 
      2.691535       2.754229   5.910024e-04       0.017840 
      2.754229       2.818383   6.045454e-04       0.017639 
      2.818383       2.884032   6.318196e-04       0.017254 
      2.884032       2.951209   6.404720e-04       0.017137 
      2.951209       3.019952   6.589056e-04       0.016896 
      3.019952       3.090295   6.765868e-04       0.016673 
      3.090295       3.162278   7.079990e-04       0.016299 
      3.162278       3.235937   7.023561e-04       0.016365 
      3.235937       3.311311   7.206016e-04       0.016156 
      3.311311       3.388442   7.211659e-04       0.016150 
      3.388442       3.467369   7.646164e-04       0.015684 
      3.467369       3.548134   7.465590e-04       0.015873 
      3.548134       3.630781   8.043050e-04       0.015292 
      3.630781       3.715352   8.001668e-04       0.015332 
      3.715352       3.801894   8.383506e-04       0.014979 
      3.801894       3.890451   8.417364e-04       0.014948 
      3.890451       3.981072   8.761582e-04       0.014652 
      3.981072       4.073803   8.737130e-04       0.014672 
      4.073803       4.168694   8.928989e-04       0.014514 
      4.168694       4.265795   9.179159e-04       0.014315 
      4.265795       4.365158   9.357851e-04       0.014177 
      4.365158       4.466836   9.485758e-04       0.014081 
      4.466836       4.570882   9.649402e-04       0.013961 
      4.570882       4.677351   9.737808e-04       0.013898 
      4.677351       4.786301       0.001007       0.013666 
      4.786301       4.897788       0.001015       0.013614 
